2654834759,1,2654834759,3932801,"01-30-2017 23:49:41.059860000",239,48756,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,341609523,47372,0,0,0,149942,0,4294967291,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (LMHB)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932793,"01-30-2017 23:49:33.059860000",179,54321,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,866018717,50228,100,0,0,999250,0,4294967291,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (PSP0)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932674,"01-30-2017 23:47:34.013837000",416,14223,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,3999721902,13393,2,2,2,0,600,4294967292,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (LGWR)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932651,"01-30-2017 23:47:10.993837000",372,15379,1,261,"abzm44c48666g",0,47,0,"",0,0,0,0,0,0,0,17401766,"01/30/2017 23:47:10",0,0,0,1,0,0,0,2161531084,13,1,2865,1,370,0,4294967291,0,0,4294967295,0,0,0,59,17325,,0,3072,3427055676,"oracle@stha8n0dk (J003)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932638,"01-30-2017 23:46:57.987898000",416,14223,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,3999721902,13051,2,2,2,0,445,4294967292,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (LGWR)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932633,"01-30-2017 23:46:52.987898000",416,14223,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,3999721902,13002,2,2,2,0,442,4294967292,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (LGWR)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932631,"01-30-2017 23:46:50.987898000",18,58762,1,0,"",65535,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,2516578839,0,0,0,0,0,0,4294967291,0,0,4294967295,0,0,0,9,0,,0,0,3427055676,"","","","","",0,""
####
2654834759,1,2654834759,3932631,"01-30-2017 23:46:50.987898000",303,1845,2,0,"",65535,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,4097944222,40232,3158064,0,0,0,48868,4294967295,0,0,365,1,2865,0,59,0,,0,0,165959219,"oracle@stha8n0dk (CJQ0)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932629,"01-30-2017 23:46:48.987898000",417,33326,2,0,"",65535,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,4097944222,30664,3158064,0,0,0,49819,4294967295,0,0,8162,3,5207,0,59,0,,0,0,165959219,"oracle@stha8n0dk (MMON)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932628,"01-30-2017 23:46:47.987898000",416,14223,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,866018717,12960,300,0,0,729171,0,4294967291,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (LGWR)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932621,"01-30-2017 23:46:40.987898000",3,5523,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,13102552,51043,0,1,1,0,300,4294967295,0,0,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (CKPT)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932620,"01-30-2017 23:46:39.987898000",18,13982,1,0,"48p46y1b8d879",0,3,11369737014991392246,"",0,427897971,1880131018,1,3,2,3,16777216,"01/30/2017 23:46:39",0,0,0,0,0,0,0,2067390145,13,1650815232,1,0,1,0,4294967291,0,0,4294967295,0,0,0,94,17325,,0,1024,3427055676,"sqlplus@stha8n0dk (TNS V1-V3)","sqlplus@stha8n0dk (TNS V1-V3)","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932618,"01-30-2017 23:46:37.987898000",3,5523,2,0,"",0,0,0,"",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,866018717,51004,300,0,0,2999779,0,4294967291,0,1,4294967295,0,0,0,0,0,,0,0,165959219,"oracle@stha8n0dk (CKPT)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932616,"01-30-2017 23:46:35.987898000",199,30222,1,261,"47a50dvdgnxc2",0,6,298356613917770753,"",0,2981428395,484772153,1,1,17,0,17458393,"01/30/2017 23:46:35",0,0,0,0,0,0,0,1912606394,21,1,2881,1,0,0,258,52131,1,4294967295,0,0,0,59,17325,03001600452E0000,0,1024,3427055676,"oracle@stha8n0dk (J000)","","","","stha8n0dk",0,""
####
2654834759,1,2654834759,3932616,"01-30-2017 23:46:35.987898000",258,52131,1,261,"47a50dvdgnxc2",0,6,298356613917770753,"",0,2981428395,484772153,1,1,17,0,17458392,"01/30/2017 23:46:35",0,0,0,0,0,0,0,3905407295,18,1,2881,33619969,0,0,4294967294,0,1,4294967295,0,0,0,59,17325,0A001D00B9550000,0,1024,3427055676,"oracle@stha8n0dk (J001)","","","","stha8n0dk",0,""
####
